caption,state
Today is just another day and its fine,Moderately Depressed
Too many problems not enough solutions,Moderately Depressed
Trying to breathe through the pressure,Moderately Depressed
Everyday magic in the simplest moments,Moderately Depressed
Everything feels heavy and suffocating,Moderately Depressed
Feeling like a shell of my former self,Moderately Depressed
Hard to find any glimmer of positivity,Moderately Depressed
I keep telling myself its just a phase,Moderately Depressed
I wish my thoughts had a volume button,Moderately Depressed
Its not just a bad day its a heavy one,Moderately Depressed
Lost the connection to my own identity,Moderately Depressed
Struggling to keep my head above water,Moderately Depressed
Sunday bike ride through scenic trails,Moderately Depressed
The weight of expectations is crushing,Moderately Depressed
The world feels a little quieter today,Moderately Depressed
Words fail when emotions are too heavy,Moderately Depressed
A storm inside my mind and no umbrella,Moderately Depressed
An endless todo list and no motivation,Moderately Depressed
Beneath the calm surface a storm rages,Moderately Depressed
Carrying stress like its a second skin,Moderately Depressed
Drowning in deadlines and expectations,Moderately Depressed
Everything feels like too much at once,Moderately Depressed
Hiding my stress behind a forced smile,Moderately Depressed
I exist but I dont feel like Im living,Moderately Depressed
I miss the days when life felt lighter,Moderately Depressed
Just trying to find a moment of sanity,Moderately Depressed
Just trying to find a moment to exhale,Moderately Depressed
Just trying to find a moment to myself,Moderately Depressed
Just trying to navigate this busy time,Moderately Depressed
My mind is like a maze with no way out,Moderately Depressed
Not lost just exploring at my own pace,Moderately Depressed
Panic creeping in at the worst moments,Moderately Depressed
The ocean and my thoughts both endless,Moderately Depressed
The only constant in my life is stress,Moderately Depressed
Time crawls by each second an eternity,Moderately Depressed
Trying to keep the cracks from showing,Moderately Depressed
Waking up tired going to bed exhausted,Moderately Depressed
When did life start feeling this heavy,Moderately Depressed
Que la felicidad te siga a donde vayas,Moderately Depressed
Sigue sonriendo el universo te mirando,Moderately Depressed
Vive el presente con el futuro se solo,Moderately Depressed
La magia sucede cuando vives sin miedo,Moderately Depressed
La felicidad es un viaje no un destino,Moderately Depressed
La felicidad se encuentra en lo simple,Moderately Depressed
Mi meta hoy hasta que me duela la cara,Moderately Depressed
Brilla tanto que nadie pueda ignorarlo,Moderately Depressed
Un hombre con una pelota de en la mano,Moderately Depressed
Llena tu vida de momentos inolvidables,Moderately Depressed
Viviendo cada momento como si fuera el,Moderately Depressed
La felicidad comienza donde termina la,Moderately Depressed
Que la vida te regale mil motivos para,Moderately Depressed
Cada es una oportunidad para ser feliz,Moderately Depressed
No busques la felicidad en el presente,Moderately Depressed
No hay perfectos pero momentos felices,Moderately Depressed
Coleccionando momentos felices y en el,Moderately Depressed
Si algo te hace es porque vale la pena,Moderately Depressed
La clave de la felicidad en tu actitud,Moderately Depressed
Aprecia los momentos vive la verdadera,Moderately Depressed
Disfruta el proceso y en que todo bien,Moderately Depressed
Hoy me levanto con ganas de hacer algo,Moderately Depressed
La clave del es disfrutar lo que haces,Moderately Depressed
Vive con entusiasmo y el mundo contigo,Moderately Depressed
La felicidad es un que se cultiva cada,Moderately Depressed
Hoy elijo la felicidad sobre cualquier,Moderately Depressed
Hoy elijo ver el lado positivo de todo,Moderately Depressed
Un lleno de sonrisas es un bien vivido,Moderately Depressed
Ser feliz es la mejor que puedes hacer,Moderately Depressed
Encuentra la felicidad en cada detalle,Moderately Depressed
Que la felicidad sea tu estilo de vida,Moderately Depressed
No estoy triste solo agotado de sentir,Moderately Depressed
Buscando la en los momentos cotidianos,Moderately Depressed
No quiero rendirme pero tampoco seguir,Moderately Depressed
Me pregunto si alguien realmente me ve,Moderately Depressed
Intento llenar este pero nada funciona,Moderately Depressed
Aprendiendo a cuidar de mi con ternura,Moderately Depressed
Entre la soledad y la busco la genuina,Moderately Depressed
Quiero sentirme parte de algo otra vez,Moderately Depressed
Me sentirme presente en mi propia vida,Moderately Depressed
La mente divaga pero intento enfocarme,Moderately Depressed
No si estoy roto o simplemente cansado,Moderately Depressed
Quiero encontrar un algo que me motive,Moderately Depressed
No si necesito ayuda o solo un respiro,Moderately Depressed
Todo se siente como un eco de lo mismo,Moderately Depressed
Estoy perdiendo el en todo poco a poco,Moderately Depressed
Me poder encender una chispa dentro de,Moderately Depressed
Estoy pero siento que ya no pertenezco,Moderately Depressed
Me siento atrapado en mi propia cabeza,Moderately Depressed
La es un recuerdo intentando revivirlo,Moderately Depressed
de buscando respuestas dentro de mismo,Moderately Depressed
Fuerza en la vulnerabilidad compartida,Moderately Depressed
Distracciones para aliviar la ansiedad,Moderately Depressed
Estoy cansado de fingir que estoy bien,Moderately Depressed
Me que alguien notara mi lucha interna,Moderately Depressed
Me sentirme mejor sin tener que fingir,Moderately Depressed
No hay caos no hay prisas solo existir,Moderately Depressed
No tengo grandes pensamientos solo paz,Moderately Depressed
Respirando profundo viviendo tranquilo,Moderately Depressed
La brisa de la tarde me llena de calma,Moderately Depressed
En equilibrio y centrado sin altibajos,Moderately Depressed
Conectado sin sentirme solo ni aislado,Moderately Depressed
En calma sin conflictos ni discusiones,Moderately Depressed
Viviendo con autenticidad y coherencia,Moderately Depressed
Relajado encontrando paz en la quietud,Moderately Depressed
Mente en paz y sin conflictos internos,Moderately Depressed
Aprecio estos momentos de tranquilidad,Moderately Depressed
Me basta con el sol y una brisa fresca,Moderately Depressed
Hoy me abrazo en mi propia estabilidad,Moderately Depressed
La calma es un regalo que valoro mucho,Moderately Depressed
Sin grandes expectativas solo viviendo,Moderately Depressed
Me encanta este estado de tranquilidad,Moderately Depressed
Me siento bien sin ninguna en especial,Moderately Depressed
Hoy todo se siente justo como debe ser,Moderately Depressed
Siento la que viene de la con mi vital,Moderately Depressed
Mi mente serena al aceptar mi presente,Moderately Depressed
Mi mente enfocada en aprender y crecer,Moderately Depressed
No hay urgencias hoy solo tranquilidad,Moderately Depressed
Nada extraordinario pero todo en orden,Moderately Depressed
Me gusta cuando las cosas fluyen solas,Moderately Depressed
Disfrutando de la sencillez de la vida,Moderately Depressed
Hoy fue un productivo sin ser agotador,Moderately Depressed
Me gusta cuando todo se siente estable,Moderately Depressed
Todo en equilibrio y eso es suficiente,Moderately Depressed
Todo en orden y eso me da tranquilidad,Moderately Depressed
Hoy fue un buen sin ser extraordinario,Moderately Depressed
La felicidad se encuentra en las cosas,Moderately Depressed
Encontrando la calma en medio del caos,Moderately Depressed
Conectando con la belleza del presente,Moderately Depressed
Dejando que la luz interior ilumine mi,Moderately Depressed
Un para disfrutar y vivir con gratitud,Moderately Depressed
El dolor es un monstruo que me consume,Moderately Depressed
En el espejo veo a un que no reconozco,Moderately Depressed
Estoy agotado de fingir que estoy bien,Moderately Depressed
Estoy atrapado en un bucle de tristeza,Moderately Depressed
Estoy atrapado en un oscuro sin salida,Moderately Depressed
Estoy atrapado en una jaula sin salida,Moderately Depressed
Estoy cansado de estar siempre cansado,Moderately Depressed
Estoy cansado de este peso en mi pecho,Moderately Depressed
Estoy cansado de para ocultar el dolor,Moderately Depressed
Estoy cansado de vivir en la oscuridad,Moderately Depressed
Estoy luchando una guerra que nadie ve,Moderately Depressed
La desgana me ha invadido por completo,Moderately Depressed
La soledad es un abrazo que me congela,Moderately Depressed
La tristeza es lo constante en mi vida,Moderately Depressed
La vida es un eco sin resonancia en mi,Moderately Depressed
La vida es un peso que no puedo cargar,Moderately Depressed
Me siento atrapado en mi propio cuerpo,Moderately Depressed
Me siento atrapado en un ciclo sin fin,Moderately Depressed
Me siento como un fantasma en una casa,Moderately Depressed
Me siento como una sombra de quien ser,Moderately Depressed
Me siento invisible incluso para mismo,Moderately Depressed
Me siento tan lejos de todo y de todos,Moderately Depressed
Me siento como si nada tuviera sentido,Moderately Depressed
Mi sonrisa se ha oxidado con el tiempo,Moderately Depressed
No hay luz al final del solo oscuridad,Moderately Depressed
No quiero seguir arrastrando este peso,Moderately Depressed
No quiero seguir sufriendo en silencio,Moderately Depressed
No encontrar la paz que tanto necesito,Moderately Depressed
No explicar lo que siento sin romperme,Moderately Depressed
No explicarle a la gente lo que siento,Moderately Depressed
No tengo fuerzas para fingir felicidad,Moderately Depressed
No tengo fuerzas para seguir fingiendo,Moderately Depressed
Siento que soy un error que no existir,Moderately Depressed
Solo quiero que este dolor desaparezca,Moderately Depressed
Encontrando momentos de paz en el caos,Moderately Depressed
Un alma solitaria buscando una genuina,Moderately Depressed
La vida ha perdido todo su significado,Moderately Depressed
Mi alma herida y no encuentra consuelo,Moderately Depressed
El dolor es una sombra que me persigue,Moderately Depressed
El sufrimiento me consume por completo,Moderately Depressed
La lucha interna es una guerra sin fin,Moderately Depressed
Siento que me pierdo en el caos mental,Moderately Depressed
Busco paz en medio de tormenta interna,Moderately Depressed
Impaciencia consume necesito paciencia,Moderately Depressed
No tengo paz ni siquiera cuando duermo,Moderately Depressed
Necesito un descanso antes de colapsar,Moderately Depressed
Siento que todo es una carrera sin fin,Moderately Depressed
No tengo control sobre nada en mi vida,Moderately Depressed
Mi mente llena de listas interminables,Moderately Depressed
Me siento atrapado en mi propia rutina,Moderately Depressed
No encuentro una forma de liberar esta,Moderately Depressed
Siento que no tengo control sobre nada,Moderately Depressed
No desconectarme de mis preocupaciones,Moderately Depressed
Me siento emocionalmente agotado y sin,Moderately Depressed
Mi mente no se calla ni por un segundo,Moderately Depressed
La ansiedad me consumiendo poco a poco,Moderately Depressed
El agotamiento es mi estado permanente,Moderately Depressed
Estoy exhausto de preocuparme por todo,Moderately Depressed
No calmar esta angustia que me todo el,Moderately Depressed
Quisiera dejar de pensar tanto en todo,Moderately Depressed
No encontrar paz en medio de este caos,Moderately Depressed
Me poder respirar sin sentirme ahogado,Moderately Depressed
Todo lo que quiero es un poco de calma,Moderately Depressed
Siento que no importa haga siempre hay,Moderately Depressed
No soltar la ansiedad que llevo dentro,Moderately Depressed
El tiempo pasa y sigo igual de agotado,Moderately Depressed
Me poder dejar de preocuparme por todo,Moderately Depressed
Tranquilidad sentimental paz emocional,Moderately Depressed
Laberinto sentimental encuentro salida,Moderately Depressed
A veces siento que el es fuerte que yo,Moderately Depressed
Mi cuerpo pero mi mente en mil lugares,Moderately Depressed
Me siento abrumado pero no puedo parar,Moderately Depressed
Solo quiero un poco de paz en mi mente,Moderately Depressed
Todo bien sin dramas ni complicaciones,Moderately Depressed
Un normal lleno de momentos agradables,Moderately Depressed
Necesito un momento para lejos de todo,Moderately Depressed
La vita scorre con i suoi alti e bassi,Moderately Depressed
Non so cosa voglio fare della mia vita,Moderately Depressed
Non niente di eccitante nella mia vita,Moderately Depressed
La chiave del successo la perseveranza,Moderately Depressed
Ogni giorno un regalo aprilo con gioia,Moderately Depressed
La bellezza si trova nei piccoli gesti,Moderately Depressed
La vita unopera in continua evoluzione,Moderately Depressed
La routine essere una fonte di gioia e,Moderately Depressed
Imparare qualcosa di nuovo ogni giorno,Moderately Depressed
Vibrazioni positive e pensieri leggeri,Moderately Depressed
La bellezza della la calma della mente,Moderately Depressed
Momenti di pensieri positivi e leggeri,Moderately Depressed
